#Name (cmd = mergePeaks ./motif//bg.clean.pos ./motif//target.clean..pos -d 200 -cobound 1 -prefix ./motif//0.805857143904181.2.tmp)	chr	start	end	strand	stat	stat2	./motif//target.clean..pos
BGdKO-na_vs_Null_peak_5207	chr14	96483103	96483303	+	13.8	0.000	WT-na_vs_Null_peak_7953
BGdKO-na_vs_Null_peak_5208	chr14	97000475	97000675	+	15.7	0.000	WT-na_vs_Null_peak_7954
BGdKO-na_vs_Null_peak_5210	chr14	99445365	99445565	+	22.1	0.000	WT-na_vs_Null_peak_7955
BGdKO-na_vs_Null_peak_5211	chr14	99498890	99499090	+	38.4	0.000	WT-na_vs_Null_peak_7956
BGdKO-na_vs_Null_peak_5213	chr14	99585373	99585573	+	32.8	0.000	WT-na_vs_Null_peak_7957
BGdKO-na_vs_Null_peak_5214	chr14	99848497	99848697	+	12.7	0.000	WT-na_vs_Null_peak_7959
BGdKO-na_vs_Null_peak_5215	chr14	99864120	99864320	+	91.8	0.000	WT-na_vs_Null_peak_7961
BGdKO-na_vs_Null_peak_5217	chr14	102039812	102040012	+	21.0	0.000	WT-na_vs_Null_peak_7965
BGdKO-na_vs_Null_peak_5218	chr14	102052845	102053045	+	33.5	0.000	WT-na_vs_Null_peak_7966
BGdKO-na_vs_Null_peak_5219	chr14	103209352	103209552	+	11.6	0.000	WT-na_vs_Null_peak_7969
BGdKO-na_vs_Null_peak_5221	chr14	103382129	103382329	+	9.93	0.000	WT-na_vs_Null_peak_7971
BGdKO-na_vs_Null_peak_5223	chr14	103450693	103450893	+	30.3	0.000	WT-na_vs_Null_peak_7974
BGdKO-na_vs_Null_peak_5226	chr14	103469295	103469495	+	35.6	0.000	WT-na_vs_Null_peak_7975
BGdKO-na_vs_Null_peak_5227	chr14	103498951	103499151	+	31.3	0.000	WT-na_vs_Null_peak_7976
BGdKO-na_vs_Null_peak_5228	chr14	103745923	103746123	+	18.8	0.000	WT-na_vs_Null_peak_7977
BGdKO-na_vs_Null_peak_5229	chr14	103748758	103748958	+	19.3	0.000	WT-na_vs_Null_peak_7978
BGdKO-na_vs_Null_peak_5230	chr14	103868617	103868817	+	14.4	0.000	WT-na_vs_Null_peak_7979
BGdKO-na_vs_Null_peak_5231	chr14	103869049	103869249	+	25.8	0.000	WT-na_vs_Null_peak_7980
BGdKO-na_vs_Null_peak_5232	chr14	104049150	104049350	+	23.7	0.000	WT-na_vs_Null_peak_7982
BGdKO-na_vs_Null_peak_5233	chr14	104093650	104093850	+	38.7	0.000	WT-na_vs_Null_peak_7985
BGdKO-na_vs_Null_peak_5234	chr14	104118137	104118337	+	26.7	0.000	WT-na_vs_Null_peak_7986
BGdKO-na_vs_Null_peak_5235	chr14	105114981	105115181	+	64.6	0.000	WT-na_vs_Null_peak_7988
BGdKO-na_vs_Null_peak_5237	chr14	105576456	105576656	+	26.3	0.000	WT-na_vs_Null_peak_7990
BGdKO-na_vs_Null_peak_5238	chr14	105657929	105658129	+	11.9	0.000	WT-na_vs_Null_peak_7991
BGdKO-na_vs_Null_peak_5239	chr14	107120705	107120905	+	9.43	0.000	WT-na_vs_Null_peak_7996
BGdKO-na_vs_Null_peak_5240	chr14	107121032	107121232	+	7.82	0.000	WT-na_vs_Null_peak_7997
BGdKO-na_vs_Null_peak_5242	chr14	115416983	115417183	+	14.8	0.000	WT-na_vs_Null_peak_8002
BGdKO-na_vs_Null_peak_5243	chr14	115649890	115650090	+	19.1	0.000	WT-na_vs_Null_peak_8006
BGdKO-na_vs_Null_peak_5245	chr14	118488756	118488956	+	33.2	0.000	WT-na_vs_Null_peak_8011
BGdKO-na_vs_Null_peak_5246	chr14	118531900	118532100	+	32.0	0.000	WT-na_vs_Null_peak_8013
BGdKO-na_vs_Null_peak_5248	chr14	118556453	118556653	+	22.8	0.000	WT-na_vs_Null_peak_8015
BGdKO-na_vs_Null_peak_5249	chr14	118572932	118573132	+	12.6	0.000	WT-na_vs_Null_peak_8016
BGdKO-na_vs_Null_peak_5250	chr14	118579583	118579783	+	19.3	0.000	WT-na_vs_Null_peak_8018
BGdKO-na_vs_Null_peak_5251	chr14	119080252	119080452	+	7.01	0.000	WT-na_vs_Null_peak_8021
BGdKO-na_vs_Null_peak_5253	chr14	119219394	119219594	+	23.9	0.000	WT-na_vs_Null_peak_8023
BGdKO-na_vs_Null_peak_5254	chr14	119233516	119233716	+	12.7	0.000	WT-na_vs_Null_peak_8024
BGdKO-na_vs_Null_peak_5255	chr14	119264170	119264370	+	13.8	0.000	WT-na_vs_Null_peak_8025
BGdKO-na_vs_Null_peak_5256	chr14	119324636	119324836	+	15.0	0.000	WT-na_vs_Null_peak_8026
BGdKO-na_vs_Null_peak_5257	chr14	119329110	119329310	+	33.4	0.000	WT-na_vs_Null_peak_8027
BGdKO-na_vs_Null_peak_5258	chr14	119336943	119337143	+	28.9	0.000	WT-na_vs_Null_peak_8028
BGdKO-na_vs_Null_peak_5260	chr14	119381774	119381974	+	133.4	0.000	WT-na_vs_Null_peak_8029
BGdKO-na_vs_Null_peak_5261	chr14	119406715	119406915	+	48.7	0.000	WT-na_vs_Null_peak_8031
BGdKO-na_vs_Null_peak_5262	chr14	120226803	120227003	+	12.0	0.000	WT-na_vs_Null_peak_8035
BGdKO-na_vs_Null_peak_5263	chr14	120373420	120373620	+	7.82	0.000	WT-na_vs_Null_peak_8036
BGdKO-na_vs_Null_peak_5265	chr14	120674775	120674975	+	55.1	0.000	WT-na_vs_Null_peak_8040
BGdKO-na_vs_Null_peak_5267	chr14	120876679	120876879	+	55.6	0.000	WT-na_vs_Null_peak_8045
BGdKO-na_vs_Null_peak_5268	chr14	120877389	120877589	+	25.4	0.000	WT-na_vs_Null_peak_8046
BGdKO-na_vs_Null_peak_5269	chr14	121231120	121231320	+	45.2	0.000	WT-na_vs_Null_peak_8048
BGdKO-na_vs_Null_peak_5270	chr14	121310090	121310290	+	23.5	0.000	WT-na_vs_Null_peak_8049
BGdKO-na_vs_Null_peak_5272	chr14	121804495	121804695	+	18.7	0.000	WT-na_vs_Null_peak_8055
BGdKO-na_vs_Null_peak_5275	chr14	121850418	121850618	+	41.2	0.000	WT-na_vs_Null_peak_8056
BGdKO-na_vs_Null_peak_5276	chr14	121877234	121877434	+	38.6	0.000	WT-na_vs_Null_peak_8057
BGdKO-na_vs_Null_peak_5278	chr14	122130985	122131185	+	11.1	0.000	WT-na_vs_Null_peak_8064
BGdKO-na_vs_Null_peak_5279	chr14	122229429	122229629	+	26.3	0.000	WT-na_vs_Null_peak_8068
BGdKO-na_vs_Null_peak_5280	chr14	122264487	122264687	+	17.7	0.000	WT-na_vs_Null_peak_8070
BGdKO-na_vs_Null_peak_5281	chr14	122277643	122277843	+	25.1	0.000	WT-na_vs_Null_peak_8071
BGdKO-na_vs_Null_peak_5282	chr14	122297866	122298066	+	23.8	0.000	WT-na_vs_Null_peak_8073
BGdKO-na_vs_Null_peak_5283	chr14	122314995	122315195	+	39.9	0.000	WT-na_vs_Null_peak_8074
BGdKO-na_vs_Null_peak_5285	chr14	122328642	122328842	+	21.8	0.000	WT-na_vs_Null_peak_8076
BGdKO-na_vs_Null_peak_5286	chr14	122337916	122338116	+	14.8	0.000	WT-na_vs_Null_peak_8078
BGdKO-na_vs_Null_peak_5287	chr14	122353962	122354162	+	25.9	0.000	WT-na_vs_Null_peak_8081
BGdKO-na_vs_Null_peak_5288	chr14	122364273	122364473	+	21.5	0.000	WT-na_vs_Null_peak_8082
BGdKO-na_vs_Null_peak_5289	chr14	122408713	122408913	+	34.8	0.000	WT-na_vs_Null_peak_8085
BGdKO-na_vs_Null_peak_5290	chr14	122435131	122435331	+	9.43	0.000	WT-na_vs_Null_peak_8089
BGdKO-na_vs_Null_peak_5291	chr14	122460013	122460213	+	26.4	0.000	WT-na_vs_Null_peak_8092
BGdKO-na_vs_Null_peak_5292	chr14	122462981	122463181	+	10.6	0.000	WT-na_vs_Null_peak_8094
BGdKO-na_vs_Null_peak_5293	chr14	122463857	122464057	+	13.8	0.000	WT-na_vs_Null_peak_8095
BGdKO-na_vs_Null_peak_5294	chr14	122465543	122465743	+	10.2	0.000	WT-na_vs_Null_peak_8096
BGdKO-na_vs_Null_peak_5296	chr14	122504099	122504299	+	38.7	0.000	WT-na_vs_Null_peak_8099
BGdKO-na_vs_Null_peak_5297	chr14	122506167	122506367	+	20.4	0.000	WT-na_vs_Null_peak_8100
BGdKO-na_vs_Null_peak_5298	chr14	122586239	122586439	+	10.5	0.000	WT-na_vs_Null_peak_8102
BGdKO-na_vs_Null_peak_5299	chr14	122590241	122590441	+	21.2	0.000	WT-na_vs_Null_peak_8103
BGdKO-na_vs_Null_peak_5300	chr14	122623031	122623231	+	12.9	0.000	WT-na_vs_Null_peak_8104
BGdKO-na_vs_Null_peak_5301	chr14	122933341	122933541	+	16.0	0.000	WT-na_vs_Null_peak_8106
BGdKO-na_vs_Null_peak_5302	chr14	122956605	122956805	+	25.9	0.000	WT-na_vs_Null_peak_8107
BGdKO-na_vs_Null_peak_5303	chr14	123275496	123275696	+	24.9	0.000	WT-na_vs_Null_peak_8109
BGdKO-na_vs_Null_peak_5304	chr14	123382550	123382750	+	28.1	0.000	WT-na_vs_Null_peak_8115
BGdKO-na_vs_Null_peak_5305	chr14	123603513	123603713	+	13.8	0.000	WT-na_vs_Null_peak_8117
BGdKO-na_vs_Null_peak_5306	chr14	123866312	123866512	+	7.82	0.000	WT-na_vs_Null_peak_8118
BGdKO-na_vs_Null_peak_5307	chr14	124814497	124814697	+	7.82	0.000	WT-na_vs_Null_peak_8122
BGdKO-na_vs_Null_peak_5310	chr15	3945840	3946040	+	32.1	0.000	WT-na_vs_Null_peak_8128
BGdKO-na_vs_Null_peak_5311	chr15	3976436	3976636	+	12.4	0.000	WT-na_vs_Null_peak_8129
BGdKO-na_vs_Null_peak_5312	chr15	3993218	3993418	+	25.9	0.000	WT-na_vs_Null_peak_8130
BGdKO-na_vs_Null_peak_5313	chr15	5058464	5058664	+	43.2	0.000	WT-na_vs_Null_peak_8133
BGdKO-na_vs_Null_peak_5314	chr15	5066475	5066675	+	30.4	0.000	WT-na_vs_Null_peak_8134
BGdKO-na_vs_Null_peak_5315	chr15	5186634	5186834	+	45.4	0.000	WT-na_vs_Null_peak_8138
BGdKO-na_vs_Null_peak_5316	chr15	5187418	5187618	+	8.52	0.000	WT-na_vs_Null_peak_8139
BGdKO-na_vs_Null_peak_5317	chr15	5194127	5194327	+	27.6	0.000	WT-na_vs_Null_peak_8140
BGdKO-na_vs_Null_peak_5318	chr15	5194717	5194917	+	24.2	0.000	WT-na_vs_Null_peak_8141
BGdKO-na_vs_Null_peak_5320	chr15	6475480	6475680	+	13.5	0.000	WT-na_vs_Null_peak_8146
BGdKO-na_vs_Null_peak_5321	chr15	6504851	6505051	+	24.3	0.000	WT-na_vs_Null_peak_8147
BGdKO-na_vs_Null_peak_5322	chr15	6524680	6524880	+	11.5	0.000	WT-na_vs_Null_peak_8149
BGdKO-na_vs_Null_peak_5323	chr15	6529713	6529913	+	7.83	0.000	WT-na_vs_Null_peak_8150
BGdKO-na_vs_Null_peak_5324	chr15	6536445	6536645	+	28.0	0.000	WT-na_vs_Null_peak_8151
BGdKO-na_vs_Null_peak_5325	chr15	6542721	6542921	+	26.1	0.000	WT-na_vs_Null_peak_8152
BGdKO-na_vs_Null_peak_5329	chr15	8049167	8049367	+	46.2	0.000	WT-na_vs_Null_peak_8164
BGdKO-na_vs_Null_peak_5330	chr15	8059196	8059396	+	26.0	0.000	WT-na_vs_Null_peak_8165
BGdKO-na_vs_Null_peak_5331	chr15	8118519	8118719	+	19.7	0.000	WT-na_vs_Null_peak_8166
BGdKO-na_vs_Null_peak_5332	chr15	8394546	8394746	+	36.9	0.000	WT-na_vs_Null_peak_8167
BGdKO-na_vs_Null_peak_5333	chr15	8401148	8401348	+	43.7	0.000	WT-na_vs_Null_peak_8169
BGdKO-na_vs_Null_peak_5334	chr15	8519811	8520011	+	12.4	0.000	WT-na_vs_Null_peak_8172
BGdKO-na_vs_Null_peak_5335	chr15	8577169	8577369	+	14.8	0.000	WT-na_vs_Null_peak_8175
BGdKO-na_vs_Null_peak_5336	chr15	9000878	9001078	+	34.0	0.000	WT-na_vs_Null_peak_8176
BGdKO-na_vs_Null_peak_5337	chr15	9070150	9070350	+	34.9	0.000	WT-na_vs_Null_peak_8177
BGdKO-na_vs_Null_peak_5338	chr15	9459560	9459760	+	10.1	0.000	WT-na_vs_Null_peak_8181
BGdKO-na_vs_Null_peak_5339	chr15	9463165	9463365	+	22.4	0.000	WT-na_vs_Null_peak_8182
BGdKO-na_vs_Null_peak_5341	chr15	9504623	9504823	+	40.8	0.000	WT-na_vs_Null_peak_8184
BGdKO-na_vs_Null_peak_5342	chr15	9510759	9510959	+	18.4	0.000	WT-na_vs_Null_peak_8185
BGdKO-na_vs_Null_peak_5343	chr15	9631659	9631859	+	29.4	0.000	WT-na_vs_Null_peak_8188
BGdKO-na_vs_Null_peak_5344	chr15	9678620	9678820	+	16.7	0.000	WT-na_vs_Null_peak_8190
BGdKO-na_vs_Null_peak_5345	chr15	10415669	10415869	+	30.1	0.000	WT-na_vs_Null_peak_8194
BGdKO-na_vs_Null_peak_5346	chr15	10510890	10511090	+	8.61	0.000	WT-na_vs_Null_peak_8197
BGdKO-na_vs_Null_peak_5347	chr15	10511606	10511806	+	6.31	0.000	WT-na_vs_Null_peak_8198
BGdKO-na_vs_Null_peak_5348	chr15	10911178	10911378	+	7.05	0.000	WT-na_vs_Null_peak_8200
BGdKO-na_vs_Null_peak_5350	chr15	11329493	11329693	+	60.5	0.000	WT-na_vs_Null_peak_8201
BGdKO-na_vs_Null_peak_5351	chr15	11358701	11358901	+	12.0	0.000	WT-na_vs_Null_peak_8203
BGdKO-na_vs_Null_peak_5352	chr15	11901686	11901886	+	40.0	0.000	WT-na_vs_Null_peak_8204
BGdKO-na_vs_Null_peak_5353	chr15	11925714	11925914	+	20.1	0.000	WT-na_vs_Null_peak_8205
BGdKO-na_vs_Null_peak_5354	chr15	11940048	11940248	+	15.3	0.000	WT-na_vs_Null_peak_8207
BGdKO-na_vs_Null_peak_5355	chr15	11940638	11940838	+	14.3	0.000	WT-na_vs_Null_peak_8208
BGdKO-na_vs_Null_peak_5357	chr15	12126636	12126836	+	31.6	0.000	WT-na_vs_Null_peak_8211
BGdKO-na_vs_Null_peak_5359	chr15	12160003	12160203	+	16.7	0.000	WT-na_vs_Null_peak_8214
BGdKO-na_vs_Null_peak_5360	chr15	12310402	12310602	+	32.8	0.000	WT-na_vs_Null_peak_8219
BGdKO-na_vs_Null_peak_5361	chr15	12725147	12725347	+	38.7	0.000	WT-na_vs_Null_peak_8221
BGdKO-na_vs_Null_peak_5362	chr15	12754402	12754602	+	36.7	0.000	WT-na_vs_Null_peak_8222
BGdKO-na_vs_Null_peak_5366	chr15	17196576	17196776	+	6.31	0.000	WT-na_vs_Null_peak_8223
BGdKO-na_vs_Null_peak_5368	chr15	18360626	18360826	+	11.1	0.000	WT-na_vs_Null_peak_8224
BGdKO-na_vs_Null_peak_5370	chr15	19608890	19609090	+	7.05	0.000	WT-na_vs_Null_peak_8225
BGdKO-na_vs_Null_peak_5371	chr15	21031670	21031870	+	16.7	0.000	WT-na_vs_Null_peak_8227
BGdKO-na_vs_Null_peak_5372	chr15	21373427	21373627	+	8.61	0.000	WT-na_vs_Null_peak_8228
BGdKO-na_vs_Null_peak_5376	chr15	25199635	25199835	+	14.8	0.000	WT-na_vs_Null_peak_8231
BGdKO-na_vs_Null_peak_5377	chr15	25344597	25344797	+	23.7	0.000	WT-na_vs_Null_peak_8233
BGdKO-na_vs_Null_peak_5378	chr15	25552108	25552308	+	23.8	0.000	WT-na_vs_Null_peak_8235
BGdKO-na_vs_Null_peak_5379	chr15	25735677	25735877	+	22.3	0.000	WT-na_vs_Null_peak_8240
BGdKO-na_vs_Null_peak_5380	chr15	25741769	25741969	+	16.7	0.000	WT-na_vs_Null_peak_8241
BGdKO-na_vs_Null_peak_5381	chr15	25758388	25758588	+	12.4	0.000	WT-na_vs_Null_peak_8242
BGdKO-na_vs_Null_peak_5382	chr15	25772767	25772967	+	25.8	0.000	WT-na_vs_Null_peak_8243
BGdKO-na_vs_Null_peak_5383	chr15	25913984	25914184	+	60.0	0.000	WT-na_vs_Null_peak_8248
BGdKO-na_vs_Null_peak_5384	chr15	26847853	26848053	+	5.59	0.000	WT-na_vs_Null_peak_8249
BGdKO-na_vs_Null_peak_5386	chr15	27447923	27448123	+	14.4	0.000	WT-na_vs_Null_peak_8251
BGdKO-na_vs_Null_peak_5387	chr15	27526624	27526824	+	48.3	0.000	WT-na_vs_Null_peak_8253
BGdKO-na_vs_Null_peak_5388	chr15	27535213	27535413	+	8.61	0.000	WT-na_vs_Null_peak_8254
BGdKO-na_vs_Null_peak_5389	chr15	27542680	27542880	+	29.4	0.000	WT-na_vs_Null_peak_8255
BGdKO-na_vs_Null_peak_5390	chr15	27557635	27557835	+	12.4	0.000	WT-na_vs_Null_peak_8256
BGdKO-na_vs_Null_peak_5391	chr15	27560530	27560730	+	21.1	0.000	WT-na_vs_Null_peak_8257
BGdKO-na_vs_Null_peak_5392	chr15	27571078	27571278	+	20.9	0.000	WT-na_vs_Null_peak_8258
BGdKO-na_vs_Null_peak_5393	chr15	27600631	27600831	+	9.59	0.000	WT-na_vs_Null_peak_8262
BGdKO-na_vs_Null_peak_5394	chr15	27610775	27610975	+	35.6	0.000	WT-na_vs_Null_peak_8263
BGdKO-na_vs_Null_peak_5395	chr15	27611272	27611472	+	19.6	0.000	WT-na_vs_Null_peak_8264
BGdKO-na_vs_Null_peak_5396	chr15	27645209	27645409	+	27.1	0.000	WT-na_vs_Null_peak_8265
BGdKO-na_vs_Null_peak_5397	chr15	27654162	27654362	+	17.7	0.000	WT-na_vs_Null_peak_8266
BGdKO-na_vs_Null_peak_5398	chr15	27671730	27671930	+	7.82	0.000	WT-na_vs_Null_peak_8267
BGdKO-na_vs_Null_peak_5399	chr15	27681817	27682017	+	37.5	0.000	WT-na_vs_Null_peak_8268
BGdKO-na_vs_Null_peak_5400	chr15	27715233	27715433	+	6.85	0.000	WT-na_vs_Null_peak_8270
BGdKO-na_vs_Null_peak_5401	chr15	27757778	27757978	+	79.4	0.000	WT-na_vs_Null_peak_8272
BGdKO-na_vs_Null_peak_5402	chr15	27853487	27853687	+	14.6	0.000	WT-na_vs_Null_peak_8273
BGdKO-na_vs_Null_peak_5403	chr15	27855734	27855934	+	12.6	0.000	WT-na_vs_Null_peak_8274
BGdKO-na_vs_Null_peak_5406	chr15	28119500	28119700	+	18.0	0.000	WT-na_vs_Null_peak_8279
BGdKO-na_vs_Null_peak_5408	chr15	30540424	30540624	+	12.9	0.000	WT-na_vs_Null_peak_8281
BGdKO-na_vs_Null_peak_5409	chr15	31096495	31096695	+	18.9	0.000	WT-na_vs_Null_peak_8282
BGdKO-na_vs_Null_peak_5410	chr15	31106010	31106210	+	16.7	0.000	WT-na_vs_Null_peak_8283
BGdKO-na_vs_Null_peak_5412	chr15	31152044	31152244	+	19.3	0.000	WT-na_vs_Null_peak_8284
BGdKO-na_vs_Null_peak_5413	chr15	31153963	31154163	+	27.2	0.000	WT-na_vs_Null_peak_8285
BGdKO-na_vs_Null_peak_5415	chr15	31460821	31461021	+	18.4	0.000	WT-na_vs_Null_peak_8289
BGdKO-na_vs_Null_peak_5417	chr15	31531464	31531664	+	58.3	0.000	WT-na_vs_Null_peak_8291
BGdKO-na_vs_Null_peak_5418	chr15	33972978	33973178	+	31.6	0.000	WT-na_vs_Null_peak_8294
BGdKO-na_vs_Null_peak_5419	chr15	33980015	33980215	+	19.7	0.000	WT-na_vs_Null_peak_8295
BGdKO-na_vs_Null_peak_5420	chr15	34012240	34012440	+	7.82	0.000	WT-na_vs_Null_peak_8296
BGdKO-na_vs_Null_peak_5422	chr15	34372930	34373130	+	26.4	0.000	WT-na_vs_Null_peak_8298
BGdKO-na_vs_Null_peak_5423	chr15	34373328	34373528	+	14.8	0.000	WT-na_vs_Null_peak_8299
BGdKO-na_vs_Null_peak_5424	chr15	34424980	34425180	+	43.7	0.000	WT-na_vs_Null_peak_8300
BGdKO-na_vs_Null_peak_5426	chr15	35001456	35001656	+	11.1	0.000	WT-na_vs_Null_peak_8301
BGdKO-na_vs_Null_peak_5427	chr15	35047241	35047441	+	9.43	0.000	WT-na_vs_Null_peak_8302
BGdKO-na_vs_Null_peak_5429	chr15	35867828	35868028	+	19.7	0.000	WT-na_vs_Null_peak_8305
BGdKO-na_vs_Null_peak_5430	chr15	36103613	36103813	+	28.2	0.000	WT-na_vs_Null_peak_8307
BGdKO-na_vs_Null_peak_5431	chr15	36109349	36109549	+	20.7	0.000	WT-na_vs_Null_peak_8308
BGdKO-na_vs_Null_peak_5432	chr15	36144521	36144721	+	21.5	0.000	WT-na_vs_Null_peak_8309
BGdKO-na_vs_Null_peak_5433	chr15	36233346	36233546	+	12.9	0.000	WT-na_vs_Null_peak_8312
BGdKO-na_vs_Null_peak_5434	chr15	36275869	36276069	+	20.7	0.000	WT-na_vs_Null_peak_8314
BGdKO-na_vs_Null_peak_5435	chr15	36326014	36326214	+	13.8	0.000	WT-na_vs_Null_peak_8317
BGdKO-na_vs_Null_peak_5436	chr15	36492598	36492798	+	18.7	0.000	WT-na_vs_Null_peak_8321
BGdKO-na_vs_Null_peak_5437	chr15	36495418	36495618	+	18.7	0.000	WT-na_vs_Null_peak_8322
BGdKO-na_vs_Null_peak_5438	chr15	36538680	36538880	+	21.6	0.000	WT-na_vs_Null_peak_8324
BGdKO-na_vs_Null_peak_5440	chr15	36570576	36570776	+	36.4	0.000	WT-na_vs_Null_peak_8325
BGdKO-na_vs_Null_peak_5441	chr15	36579803	36580003	+	11.1	0.000	WT-na_vs_Null_peak_8326
BGdKO-na_vs_Null_peak_5442	chr15	36635858	36636058	+	15.7	0.000	WT-na_vs_Null_peak_8328
BGdKO-na_vs_Null_peak_5443	chr15	36645499	36645699	+	12.1	0.000	WT-na_vs_Null_peak_8330
BGdKO-na_vs_Null_peak_5444	chr15	36645899	36646099	+	30.3	0.000	WT-na_vs_Null_peak_8331
BGdKO-na_vs_Null_peak_5445	chr15	36657711	36657911	+	12.9	0.000	WT-na_vs_Null_peak_8332
BGdKO-na_vs_Null_peak_5446	chr15	36711898	36712098	+	14.4	0.000	WT-na_vs_Null_peak_8337
BGdKO-na_vs_Null_peak_5447	chr15	36722213	36722413	+	16.6	0.000	WT-na_vs_Null_peak_8338
BGdKO-na_vs_Null_peak_5448	chr15	36723307	36723507	+	20.2	0.000	WT-na_vs_Null_peak_8339
BGdKO-na_vs_Null_peak_5449	chr15	36724249	36724449	+	16.2	0.000	WT-na_vs_Null_peak_8341
BGdKO-na_vs_Null_peak_5450	chr15	36868621	36868821	+	28.5	0.000	WT-na_vs_Null_peak_8346
BGdKO-na_vs_Null_peak_5451	chr15	36937153	36937353	+	22.1	0.000	WT-na_vs_Null_peak_8349
BGdKO-na_vs_Null_peak_5452	chr15	37277269	37277469	+	8.61	0.000	WT-na_vs_Null_peak_8352
BGdKO-na_vs_Null_peak_5453	chr15	37471464	37471664	+	56.5	0.000	WT-na_vs_Null_peak_8353
BGdKO-na_vs_Null_peak_5454	chr15	37890761	37890961	+	27.1	0.000	WT-na_vs_Null_peak_8354
BGdKO-na_vs_Null_peak_5456	chr15	38213710	38213910	+	48.0	0.000	WT-na_vs_Null_peak_8356
BGdKO-na_vs_Null_peak_5457	chr15	38230420	38230620	+	26.3	0.000	WT-na_vs_Null_peak_8357
BGdKO-na_vs_Null_peak_5458	chr15	38238210	38238410	+	29.4	0.000	WT-na_vs_Null_peak_8358
BGdKO-na_vs_Null_peak_5459	chr15	38447939	38448139	+	11.0	0.000	WT-na_vs_Null_peak_8363
BGdKO-na_vs_Null_peak_5460	chr15	38448967	38449167	+	20.2	0.000	WT-na_vs_Null_peak_8364
BGdKO-na_vs_Null_peak_5461	chr15	38471136	38471336	+	31.6	0.000	WT-na_vs_Null_peak_8365
BGdKO-na_vs_Null_peak_5462	chr15	38591464	38591664	+	23.5	0.000	WT-na_vs_Null_peak_8369
BGdKO-na_vs_Null_peak_5463	chr15	38944291	38944491	+	30.0	0.000	WT-na_vs_Null_peak_8370
BGdKO-na_vs_Null_peak_5466	chr15	41650378	41650578	+	23.9	0.000	WT-na_vs_Null_peak_8376
BGdKO-na_vs_Null_peak_5467	chr15	41662384	41662584	+	26.2	0.000	WT-na_vs_Null_peak_8377
BGdKO-na_vs_Null_peak_5468	chr15	41678099	41678299	+	9.43	0.000	WT-na_vs_Null_peak_8379
BGdKO-na_vs_Null_peak_5469	chr15	41804925	41805125	+	17.7	0.000	WT-na_vs_Null_peak_8380
BGdKO-na_vs_Null_peak_5471	chr15	42708683	42708883	+	11.1	0.000	WT-na_vs_Null_peak_8381
BGdKO-na_vs_Null_peak_5473	chr15	43114186	43114386	+	33.5	0.000	WT-na_vs_Null_peak_8383
BGdKO-na_vs_Null_peak_5474	chr15	43308642	43308842	+	23.6	0.000	WT-na_vs_Null_peak_8384
BGdKO-na_vs_Null_peak_5475	chr15	43309080	43309280	+	17.7	0.000	WT-na_vs_Null_peak_8385
BGdKO-na_vs_Null_peak_5476	chr15	43333591	43333791	+	10.3	0.000	WT-na_vs_Null_peak_8386
BGdKO-na_vs_Null_peak_5478	chr15	43847943	43848143	+	5.59	0.000	WT-na_vs_Null_peak_8387
BGdKO-na_vs_Null_peak_5479	chr15	44259466	44259666	+	38.4	0.000	WT-na_vs_Null_peak_8390
BGdKO-na_vs_Null_peak_5480	chr15	44450501	44450701	+	39.9	0.000	WT-na_vs_Null_peak_8392
BGdKO-na_vs_Null_peak_5481	chr15	46041505	46041705	+	8.46	0.000	WT-na_vs_Null_peak_8395
BGdKO-na_vs_Null_peak_5482	chr15	47371508	47371708	+	42.4	0.000	WT-na_vs_Null_peak_8396
BGdKO-na_vs_Null_peak_5484	chr15	50234167	50234367	+	8.61	0.000	WT-na_vs_Null_peak_8397
BGdKO-na_vs_Null_peak_5486	chr15	51568324	51568524	+	15.7	0.000	WT-na_vs_Null_peak_8401
BGdKO-na_vs_Null_peak_5487	chr15	51696989	51697189	+	29.6	0.000	WT-na_vs_Null_peak_8403
BGdKO-na_vs_Null_peak_5488	chr15	51702723	51702923	+	12.0	0.000	WT-na_vs_Null_peak_8404
BGdKO-na_vs_Null_peak_5489	chr15	51708852	51709052	+	38.4	0.000	WT-na_vs_Null_peak_8405
BGdKO-na_vs_Null_peak_5490	chr15	51823278	51823478	+	56.8	0.000	WT-na_vs_Null_peak_8406
BGdKO-na_vs_Null_peak_5492	chr15	52543858	52544058	+	29.8	0.000	WT-na_vs_Null_peak_8407
BGdKO-na_vs_Null_peak_5493	chr15	52581570	52581770	+	14.0	0.000	WT-na_vs_Null_peak_8408
BGdKO-na_vs_Null_peak_5494	chr15	52947093	52947293	+	9.01	0.000	WT-na_vs_Null_peak_8409
BGdKO-na_vs_Null_peak_5495	chr15	52988886	52989086	+	43.1	0.000	WT-na_vs_Null_peak_8412
BGdKO-na_vs_Null_peak_5497	chr15	53098651	53098851	+	12.0	0.000	WT-na_vs_Null_peak_8414
BGdKO-na_vs_Null_peak_5498	chr15	53177669	53177869	+	27.5	0.000	WT-na_vs_Null_peak_8417
BGdKO-na_vs_Null_peak_5499	chr15	53185576	53185776	+	23.9	0.000	WT-na_vs_Null_peak_8418
BGdKO-na_vs_Null_peak_5500	chr15	54042666	54042866	+	12.9	0.000	WT-na_vs_Null_peak_8420
BGdKO-na_vs_Null_peak_5501	chr15	54938150	54938350	+	17.7	0.000	WT-na_vs_Null_peak_8426
