Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_population,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,stage
SRR4895770,RNA-Seq,302,149670898,PRJNA352390,SAMN05977827,80557474,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325133,GSM2374284,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374284,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895771,RNA-Seq,302,259712450,PRJNA352390,SAMN05977829,138254015,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325134,GSM2374285,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374285,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895772,RNA-Seq,302,366591458,PRJNA352390,SAMN05977831,195587701,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325135,GSM2374286,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374286,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895773,RNA-Seq,302,238996156,PRJNA352390,SAMN05977830,127398845,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2325136,GSM2374287,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374287,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895774,RNA-Seq,302,291299838,PRJNA352390,SAMN05977824,155041923,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325137,GSM2374288,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374288,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895775,RNA-Seq,302,191253580,PRJNA352390,SAMN05977823,102040852,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325138,GSM2374289,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374289,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895776,RNA-Seq,302,283276302,PRJNA352390,SAMN05977822,149103751,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2325139,GSM2374290,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374290,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895777,RNA-Seq,302,332348282,PRJNA352390,SAMN05977821,176791777,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325140,GSM2374291,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374291,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895778,RNA-Seq,302,492607602,PRJNA352390,SAMN05977820,276385587,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325141,GSM2374292,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374292,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895779,RNA-Seq,302,345118654,PRJNA352390,SAMN05977819,184019002,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2325142,GSM2374293,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374293,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895780,RNA-Seq,302,306828678,PRJNA352390,SAMN05977818,164064346,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325143,GSM2374294,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374294,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895781,RNA-Seq,302,199553446,PRJNA352390,SAMN05977817,106615546,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325144,GSM2374295,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374295,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895782,RNA-Seq,302,326018664,PRJNA352390,SAMN05977816,174166257,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325145,GSM2374296,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374296,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895783,RNA-Seq,302,337984206,PRJNA352390,SAMN05977815,179959863,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325146,GSM2374297,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374297,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895784,RNA-Seq,302,273985272,PRJNA352390,SAMN05977814,145972885,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325147,GSM2374298,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374298,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895785,RNA-Seq,302,214161488,PRJNA352390,SAMN05977813,114033371,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325148,GSM2374299,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374299,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895786,RNA-Seq,302,176449842,PRJNA352390,SAMN05977779,94504527,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX2325149,GSM2374300,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374300,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895787,RNA-Seq,302,213550844,PRJNA352390,SAMN05977777,113191029,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2325150,GSM2374301,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374301,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895788,RNA-Seq,302,124420074,PRJNA352390,SAMN05977784,67211888,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2325151,GSM2374302,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374302,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895789,RNA-Seq,302,219852980,PRJNA352390,SAMN05977783,117303300,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325152,GSM2374303,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374303,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895790,RNA-Seq,302,170626074,PRJNA352390,SAMN05977781,91898505,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325153,GSM2374304,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374304,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895791,RNA-Seq,302,239990642,PRJNA352390,SAMN05977806,127681115,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325154,GSM2374305,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374305,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895792,RNA-Seq,302,114283142,PRJNA352390,SAMN05977805,61108871,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325155,GSM2374306,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374306,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895793,RNA-Seq,302,138398144,PRJNA352390,SAMN05977804,74210687,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325156,GSM2374307,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374307,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895794,RNA-Seq,302,139897574,PRJNA352390,SAMN05977803,74350215,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325157,GSM2374308,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374308,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895795,RNA-Seq,302,318594900,PRJNA352390,SAMN05977802,169172058,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2325158,GSM2374309,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374309,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895796,RNA-Seq,302,267670754,PRJNA352390,SAMN05977801,143402048,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2325159,GSM2374310,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374310,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895797,RNA-Seq,302,155517618,PRJNA352390,SAMN05977800,82968275,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2325160,GSM2374311,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374311,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895798,RNA-Seq,302,119628542,PRJNA352390,SAMN05977799,63680016,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325161,GSM2374312,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374312,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895799,RNA-Seq,302,272629292,PRJNA352390,SAMN05977798,145571290,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2325162,GSM2374313,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374313,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895800,RNA-Seq,302,173515610,PRJNA352390,SAMN05977797,92705852,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325163,GSM2374314,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374314,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895801,RNA-Seq,302,361828918,PRJNA352390,SAMN05977796,193521550,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2325164,GSM2374315,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374315,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895802,RNA-Seq,302,117388910,PRJNA352390,SAMN05977795,62853293,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2325165,GSM2374316,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374316,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895803,RNA-Seq,302,273578780,PRJNA352390,SAMN05977794,146510251,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325166,GSM2374317,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374317,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895804,RNA-Seq,302,151143148,PRJNA352390,SAMN05977793,80891843,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325167,GSM2374318,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374318,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895805,RNA-Seq,302,143864646,PRJNA352390,SAMN05977789,76890723,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325168,GSM2374319,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374319,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895806,RNA-Seq,302,203181976,PRJNA352390,SAMN05977788,108785405,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325169,GSM2374320,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374320,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895807,RNA-Seq,302,98669138,PRJNA352390,SAMN05977787,52892772,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325170,GSM2374321,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374321,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895808,RNA-Seq,302,117336060,PRJNA352390,SAMN05977786,63034926,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325171,GSM2374322,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374322,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895809,RNA-Seq,302,335335968,PRJNA352390,SAMN05977792,178970140,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325172,GSM2374323,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374323,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895810,RNA-Seq,302,356440634,PRJNA352390,SAMN05977791,190039584,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325173,GSM2374324,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374324,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895811,RNA-Seq,302,869591182,PRJNA352390,SAMN05977790,462918520,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325174,GSM2374325,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374325,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895812,RNA-Seq,302,88359764,PRJNA352390,SAMN05977785,47141727,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2325175,GSM2374326,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374326,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895813,RNA-Seq,302,106615362,PRJNA352390,SAMN05977811,57322697,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2325176,GSM2374327,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374327,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895814,RNA-Seq,302,231808254,PRJNA352390,SAMN05977810,122713130,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2325177,GSM2374328,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374328,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895815,RNA-Seq,302,26975546,PRJNA352390,SAMN05977809,14581100,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2325178,GSM2374329,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374329,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895816,RNA-Seq,302,133010766,PRJNA352390,SAMN05977808,70578105,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2325179,GSM2374330,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374330,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895817,RNA-Seq,302,314540550,PRJNA352390,SAMN05977807,167926982,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX2325180,GSM2374331,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374331,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895818,RNA-Seq,302,141128526,PRJNA352390,SAMN05977812,75779352,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325181,GSM2374332,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374332,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895819,RNA-Seq,302,340552414,PRJNA352390,SAMN05977868,181251906,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325182,GSM2374333,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374333,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895820,RNA-Seq,302,196868062,PRJNA352390,SAMN05977867,105071246,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX2325183,GSM2374334,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374334,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895821,RNA-Seq,302,194970596,PRJNA352390,SAMN05977866,104417351,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2325184,GSM2374335,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374335,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895822,RNA-Seq,302,134231450,PRJNA352390,SAMN05977865,71096735,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325185,GSM2374336,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374336,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895823,RNA-Seq,302,104437338,PRJNA352390,SAMN05977864,55664419,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325186,GSM2374337,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374337,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895824,RNA-Seq,302,404471016,PRJNA352390,SAMN05977863,214930378,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325187,GSM2374338,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374338,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895825,RNA-Seq,302,71661882,PRJNA352390,SAMN05977862,38390880,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2325188,GSM2374339,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374339,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895826,RNA-Seq,302,190295636,PRJNA352390,SAMN05977861,100341765,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325189,GSM2374340,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374340,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895827,RNA-Seq,302,485028912,PRJNA352390,SAMN05977860,258183012,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325190,GSM2374341,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374341,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895828,RNA-Seq,302,361983240,PRJNA352390,SAMN05977859,203396489,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX2325191,GSM2374342,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374342,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895829,RNA-Seq,302,277580884,PRJNA352390,SAMN05977858,148140594,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"contigs,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2325192,GSM2374343,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374343,Cytotrophoblast of Week 8,SRP092548,Week 8
SRR4895830,RNA-Seq,302,413348910,PRJNA352390,SAMN05977857,221047215,HLA-G-/CDH1+,Cytotrophoblast,GEO,public,"sra,contigs","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2325193,GSM2374344,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-07-26T00:00:00Z,GSM2374344,Cytotrophoblast of Week 8,SRP092548,Week 8
