1.NAME	2.Length	3.Num_Peaks	4.Num_Reads	5.RPKM
Pcx	115281.0	8	1480.0	1.7691135724
Lrfn4	7884.0	3	151.0	2.63925933148
Rce1	7067.0	5	471.0	9.18412000577
Mir6986	4058.0	4	442.0	15.0093526183
Gm960	76828.0	5	471.0	0.844798459946
Sptbn2	45130.0	1	30.0	0.0916025693372
Rbm4b	13416.0	4	597.0	6.13201227552
Rbm14-rbm4	31342.0	8	1563.0	6.87201352859
Rbm4	13717.0	3	932.0	9.36285953028
Rbm14	15069.0	5	631.0	5.77027698165
Ccs	17957.0	3	695.0	5.33338279995
Ccdc87	7163.0	2	654.0	12.5815611059
Ctsf	9784.0	1	18.0	0.25351741338
Actn3	20694.0	4	497.0	3.30950985025
Zdhhc24	10730.0	3	462.0	5.93326830331
Bbs1	23746.0	2	61.0	0.353990091251
Dpp3	25059.0	4	492.0	2.70553465217
Peli3	15238.0	4	248.0	2.24272201216
Mrpl11	8690.0	3	333.0	5.28051391156
Slc29a2	11967.0	4	424.0	4.88238811336
B3gnt1	6309.0	6	588.0	12.843060628
Brms1	12514.0	6	588.0	6.47489767477
Rin1	10264.0	5	138.0	1.8527387168
Cd248	6562.0	2	63.0	1.32298846446
Tmem151a	10141.0	5	1221.0	16.5915368243
Yif1a	8342.0	5	1221.0	20.1695966118
Cnih2	9548.0	2	157.0	2.26589080019
Rab1b	11790.0	3	518.0	6.05435229932
Klc2	14663.0	4	342.0	3.21406759038
Pacs1	143435.0	11	748.0	0.718618170305
Sf3b2	25535.0	5	786.0	4.24168504405
Gal3st3	14409.0	6	838.0	8.01423201612
Catsper1	12413.0	2	40.0	0.444053165143
Cst6	8870.0	3	132.0	2.05069959396
Banf1	6244.0	7	618.0	13.6388362358
Eif1ad	8699.0	7	618.0	9.7897337
Sart1	15181.0	6	586.0	5.31923245538
D330050I16Rik	5734.0	4	536.0	12.8812744997
4930481A15Rik	20033.0	9	823.0	5.66116193996
Drap1	6176.0	6	536.0	11.9593957224
AI837181	6173.0	6	536.0	11.9652078376
Fosl1	12241.0	2	285.0	3.2083349044
Ccdc85b	8401.0	4	520.0	8.52951020187
Fibp	8446.0	4	520.0	8.48406526236
Ctsw	7259.0	1	77.0	1.46172495969
Efemp2	11120.0	3	77.0	0.954196176476
Mus81	9497.0	10	1727.0	25.0586478849
Cfl1	7577.0	10	1727.0	31.408470234
Snx32	19212.0	1	303.0	2.17331053182
Ovol1	15439.0	1	22.0	0.196361005661
Ap5b1	7188.0	10	956.0	18.3274295131
Rnaseh2c	5087.0	2	345.0	9.34564094224
Kat5	11081.0	4	405.0	5.03648798678
Rela	14641.0	5	391.0	3.68008416112
Sipa1	16523.0	3	328.0	2.73549972155
Pcnxl3	28274.0	5	759.0	3.69918674545
Map3k11	17734.0	5	759.0	5.89775606411
Kcnk7	6626.0	4	210.0	4.36736608502
Ehbp1l1	22944.0	9	537.0	3.2252017425
Fam89b	5580.0	4	347.0	8.56933280826
Sssca1	5427.0	1	94.0	2.3868205374
Ltbp3	21629.0	2	33.0	0.210246721975
Scyl1	16975.0	4	275.0	2.2324135246
Malat1	10982.0	7	551.0	6.91388089224
Neat1	7177.0	7	921.0	17.6835077879
Frmd8	28235.0	7	601.0	2.93317796643
Slc25a45	11303.0	4	489.0	5.96165535285
Tigd3	6970.0	2	356.0	7.03831911856
Dpf2	20356.0	4	315.0	2.13240575354
Cdc42ep2	11261.0	5	483.0	5.91046848969
Pola2	27102.0	7	370.0	1.88127427625
Slc22a20	19910.0	2	56.0	0.387586374409
Capn1	31281.0	12	764.0	3.36561523076
Gm10814	9840.0	9	691.0	9.67686501472
Syvn1	11143.0	5	771.0	9.5346330093
Mrpl49	8122.0	4	764.0	12.9623011615
Fau	5637.0	3	405.0	9.90053634585
Znhit2	5262.0	5	850.0	22.2597260931
Tm7sf2	9030.0	3	602.0	9.1867198982
Vps51	13346.0	4	557.0	5.7511647497
BC048609	4748.0	3	243.0	7.05256824535
Zfpl1	8129.0	4	438.0	7.42486772434
Cdca5	10677.0	4	438.0	5.6529689736
Sac3d1	6583.0	3	326.0	6.8241015194
Snx15	12812.0	2	667.0	7.1739878693
Arl2	10749.0	7	966.0	12.3839958438
Ppp2r5b	12074.0	4	669.0	7.63531010257
Atg2a	24637.0	7	857.0	4.79341170968
Mir194-2	4086.0	3	79.0	2.66428367092
Mir192	4089.0	2	51.0	1.71871868968
Ehd1	27201.0	5	489.0	2.47728357242
Cdc42bpg	23196.0	4	385.0	2.28717483239
Men1	9916.0	4	636.0	8.83837311706
Map4k2	18460.0	6	893.0	6.66609496405
Sf1	18349.0	10	2481.0	18.6322841033
Pygm	18031.0	4	142.0	1.0852261873
Rasgrp2	18634.0	13	1360.0	10.0573728627
Nrxn2	118480.0	11	772.0	0.897891765877
Rps6ka4	15544.0	3	679.0	6.01947646443
Ccdc88b	17589.0	8	1222.0	9.57374357462
Prdx5	6827.0	4	1469.0	29.6512923622
Trmt112	5329.0	4	241.0	6.23193702983
Esrra	14832.0	6	753.0	6.99595477684
Mir6990	4091.0	1	384.0	12.9346141808
Gpr137	7124.0	3	373.0	7.21500531028
Bad	14045.0	4	469.0	4.6015360971
Plcb3	20102.0	5	2005.0	13.7444334364
Fkbp2	6723.0	5	436.0	8.93665746456
Vegfb	9180.0	7	659.0	9.89223596881
Dnajc4	8362.0	4	322.0	5.30636894383
Nudt22	7019.0	1	42.0	0.824566681274
Trpt1	6916.0	2	74.0	1.47444463375
Stip1	23331.0	3	96.0	0.56700855743
Macrod1	145295.0	24	2090.0	1.98219944808
Flrt1	17718.0	3	86.0	0.668860405727
Otub1	12079.0	4	100.0	1.14082952623
Cox8a	6459.0	5	342.0	7.29646587363
Naa40	19555.0	2	56.0	0.394622588314
Rcor2	9462.0	7	1371.0	19.966697813
Mark2	70465.0	11	796.0	1.55665132455
AI846148	30563.0	3	68.0	0.306594715707
2700081O15Rik	12280.0	3	441.0	4.94870945656
Mir6991	4070.0	3	441.0	14.9312413087
Rtn3	61397.0	5	216.0	0.484795225665
Slc22a27	105639.0	6	222.0	0.289587910346
Slc22a29	62672.0	4	78.0	0.171503419085
Slc22a8	22654.0	2	81.0	0.492710544553
Slc22a6	14304.0	1	105.0	1.01154109617
9830166K06Rik	15540.0	8	1509.0	13.3810427861
Chrm1	23598.0	14	1918.0	11.2001835525
Slc3a2	11016.0	2	599.0	7.49298096272
Snhg1	6840.0	2	202.0	4.06955574438
Snord22	4126.0	1	181.0	6.04506653505
Stx5a	18219.0	5	1424.0	10.7705327968
Nxf1	17808.0	6	366.0	2.83215926781
Tmem223	5480.0	2	51.0	1.28245268652
Taf6l	16064.0	3	69.0	0.591898350015
Gm2518	6478.0	2	84.0	1.7868581463
Polr2g	9429.0	5	400.0	5.84582876118
Ttc9c	14220.0	5	524.0	5.0778915893
Hnrnpul2	18742.0	5	676.0	4.97029878176
Bscl2	13356.0	4	350.0	3.61113203545
Lrrn4cl	7125.0	1	30.0	0.580213888307
Ubxn1	8098.0	3	495.0	8.42323971896
5730408K05Rik	4384.0	3	695.0	21.8457014003
Mir5136	4076.0	3	695.0	23.4964560694
Ints5	8904.0	4	735.0	11.3750659117
Ganab	22555.0	8	854.0	5.21755184642
B3gat3	10844.0	5	537.0	6.8239606031
Tut1	16361.0	1	65.0	0.547463596403
Eef1g	15140.0	3	138.0	1.25604426613
Ahnak	91643.0	17	1167.0	1.75478249095
Incenp	31237.0	3	57.0	0.251453260971
Best1	20462.0	1	21.0	0.141423945261
Rab3il1	21359.0	3	61.0	0.393550667487
Fads1	17985.0	3	63.0	0.482705048863
Myrf	36478.0	1	15.0	0.0566646191429
Syt7	68092.0	9	760.0	1.53804568583
Ppp1r32	12641.0	2	305.0	3.3248353401
Sdhaf2	28698.0	4	596.0	2.86184667537
Cpsf7	26492.0	4	798.0	4.15087713957
Tmem216	9303.0	1	25.0	0.370312798218
Tmem138	10213.0	3	179.0	2.41519073011
Cyb561a3	16885.0	3	179.0	1.46084352542
Dak	16062.0	3	75.0	0.643447882298
Ddb1	28197.0	9	615.0	3.00554991882
Vwce	34978.0	11	755.0	2.97442972289
4930524O05Rik	6360.0	1	22.0	0.47666942868
Pga5	13115.0	3	289.0	3.03655590993
Vps37c	29605.0	16	1179.0	5.48782777908
Cd5	24832.0	4	108.0	0.599326926348
A430093F15Rik	49097.0	14	668.0	1.87487898201
Cd6	44720.0	12	1198.0	3.69153301813
Slc15a3	19372.0	1	15.0	0.106701010587
Tmem132a	15951.0	2	193.0	1.66732832457
Tmem109	15082.0	4	394.0	3.59988825079
Prpf19	18329.0	4	310.0	2.33063710659
Ms4a10	16376.0	6	711.0	5.98292426198
Ms4a15	18944.0	4	150.0	1.09111696426
Ms4a18	24939.0	1	66.0	0.364683936774
1700017D01Rik	38063.0	1	21.0	0.0760270280307
4930526L06Rik	107068.0	13	1066.0	1.37198463754
Ms4a5	13948.0	6	825.0	8.15067814312
Ms4a7	19108.0	5	144.0	1.03848204836
Ms4a4c	23586.0	15	558.0	3.26010538234
Ms4a4b	23991.0	6	430.0	2.46985716908
Ms4a6c	7369.0	3	131.0	2.44970886144
Ms4a6b	15845.0	3	215.0	1.86981203356
Ms4a4d	25618.0	3	123.0	0.661624569138
Ms4a2	12199.0	1	19.0	0.214625393146
Oosp1	27592.0	1	59.0	0.294659579222
Oosp3	18804.0	5	245.0	1.79542627238
Gif	19889.0	5	145.0	1.00463149372
Olfr1420	4930.0	1	88.0	2.459730277
Patl1	36698.0	17	989.0	3.7136898384
Olfr1440	4948.0	2	68.0	1.89378623609
Pfpl	8206.0	7	879.0	14.7607728318
Dtx4	39661.0	7	669.0	2.32441779527
Tle4	153912.0	16	3292.0	2.94739999852
Psat1	23500.0	8	1243.0	7.28878265965
Cep78	33217.0	1	25.0	0.103712555674
C130060C02Rik	29838.0	2	67.0	0.309426017082
Gnaq	258623.0	6	156.0	0.083120699094
Gna14	179152.0	6	125.0	0.0961479626748
Vps13a	169568.0	8	1020.0	0.828911200477
Prune2	271815.0	1	15.0	0.00760448090464
Ostf1	55450.0	6	947.0	2.35342391621
Nmrk1	24169.0	6	1500.0	8.55232726672
Trpm6	146529.0	1	26.0	0.0244512742208
Aldh1a7	38604.0	1	31.0	0.110657567938
Tmc1	174745.0	5	105.0	0.0828011321621
1110059E24Rik	59479.0	7	773.0	1.79088446712
Abhd17b	36329.0	6	502.0	1.90415372935
Tmem2	84021.0	1	22.0	0.0360816648981
Trpm3	545677.0	3	77.0	0.019444949086
Smc5	71457.0	4	595.0	1.14742397654
Mamdc2	149714.0	2	32.0	0.0294536619898
1700028P14Rik	98053.0	5	553.0	0.777169913777
Ptar1	37730.0	5	262.0	0.956899263183
Apba1	194722.0	1	15.0	0.0106151948783
Tjp2	134525.0	18	1628.0	1.66764318836
Pip5k1b	265032.0	18	1147.0	0.596371441367
Fam122a	5696.0	7	269.0	6.50779754024
Pgm5	187582.0	1	15.0	0.0110192447948
Cbwd1	45701.0	3	118.0	0.355801715932
Dock8	206904.0	2	35.0	0.023310462565
Kank1	201295.0	2	167.0	0.114323422564
Smarca2	177162.0	24	1603.0	1.24685135612
4931403E22Rik	59107.0	1	238.0	0.554868121146
Rfx3	253446.0	10	1816.0	0.987375022793
Glis3	421630.0	11	395.0	0.129097349327
D930032P07Rik	45804.0	2	31.0	0.093263137557
Slc1a1	82795.0	6	408.0	0.679059433262
Cdc37l1	31076.0	6	503.0	2.23046085828
Ak3	31071.0	2	975.0	4.32415366455
Rcl1	46469.0	7	229.0	0.679084612329
Jak2	65278.0	16	1500.0	3.1664756535
Plgrkt	17195.0	3	218.0	1.74705286811
Cd274	24657.0	4	922.0	5.15278972268
Pdcd1lg2	66009.0	12	809.0	1.68887342581
A930007I19Rik	22325.0	1	50.0	0.308624408674
C030046E11Rik	87640.0	10	1355.0	2.1305349376
Ermp1	42538.0	4	191.0	0.618739774045
9930021J03Rik	95608.0	15	1603.0	2.31042046641
Il33	18926.0	4	635.0	4.62345487849
Prkg1	1204547.0	13	1291.0	0.147691066292
A1cf	84646.0	4	310.0	0.504669417652
Asah2	122490.0	18	811.0	0.912372010463
Sgms1	230590.0	73	4665.0	2.78780833894
2700046G09Rik	5969.0	2	287.0	6.62570433267
Minpp1	33602.0	5	213.0	0.873506638734
Papss2	75473.0	12	1212.0	2.21290485007
Atad1	43736.0	11	1539.0	4.84899005053
Pten	72584.0	4	103.0	0.195545605681
Rnls	258551.0	15	1206.0	0.64276588742
Lipk	43650.0	1	23.0	0.0726098136284
Lipn	21561.0	2	63.0	0.40264599526
Lipm	25745.0	11	784.0	4.1963808896
Ankrd22	47493.0	14	447.0	1.29696917267
Stambpl1	52059.0	9	639.0	1.69144067739
Ch25h	5352.0	5	648.0	16.6844016088
Lipa	39159.0	13	585.0	2.05861914519
Ifit2	29841.0	6	444.0	2.05031850548
Ifit3	9454.0	2	128.0	1.8657184477
I830012O16Rik	9445.0	1	15.0	0.218847218327
Pank1	74982.0	5	414.0	0.760843009893
Htr7	102632.0	4	405.0	0.543780920001
Ankrd1	11880.0	1	50.0	0.579969690543
Pcgf5	81138.0	12	623.0	1.05807263488
Tnks2	63246.0	12	1094.0	2.38361435552
Btaf1	91979.0	3	109.0	0.163301264784
Cpeb3	158773.0	8	526.0	0.456521070943
A330032B11Rik	26699.0	1	41.0	0.211612147923
Ide	65873.0	6	745.0	1.55847759875
Kif11	49457.0	1	26.0	0.0724431477909
Hhex	9891.0	1	78.0	1.08669116175
Exoc6	136832.0	1	15.0	0.0151062030599
Myof	148542.0	9	1601.0	1.48523029416
Pde6c	55171.0	7	436.0	1.08899871552
Fra10ac1	39654.0	2	98.0	0.340557781065
Lgi1	48158.0	3	77.0	0.220330193995
Plce1	264904.0	11	1114.0	0.579493286243
Tbc1d12	87345.0	6	442.0	0.697326154045
Cyp2c70	37926.0	8	1424.0	5.17397924974
Pdlim1	53378.0	6	388.0	1.00166191704
Sorbs1	163359.0	11	1726.0	1.45596005218
Aldh18a1	42207.0	5	220.0	0.71827364333
Tctn3	19770.0	9	363.0	2.53018158046
Entpd1	85809.0	10	545.0	0.875216296283
Blnk	69609.0	16	1553.0	3.07438176139
Tll2	126794.0	14	1236.0	1.34329532086
Tm9sf3	57163.0	10	907.0	2.18647244223
Pik3ap1	114853.0	11	674.0	0.808666192183
Lcor	14143.0	3	62.0	0.604090327747
Slit1	147600.0	8	967.0	0.902800624142
Arhgap19	39497.0	9	1225.0	4.27389366609
Frat1	6614.0	2	91.0	1.89595897506
Rrp12	37303.0	5	109.0	0.402656275194
Pgam1	10795.0	1	15.0	0.1914786454
Exosc1	14335.0	2	48.0	0.46141878805
Zdhhc16	14632.0	2	48.0	0.452052920086
Mms19	41430.0	7	696.0	2.31497358767
Ubtd1	56879.0	4	952.0	2.30641115607
Hoga1	29089.0	4	888.0	4.20664543449
Morn4	15432.0	1	68.0	0.607209324531
Pi4k2a	35784.0	7	513.0	1.97551446503
R3hcc1l	77452.0	1	16.0	0.0284668281719
Cnnm1	60778.0	12	1977.0	4.48241433711
Nkx2-3	7568.0	3	949.0	17.2797248614
Slc25a28	15080.0	5	819.0	7.48400888258
Entpd7	48165.0	1	41.0	0.117301624362
Cutc	19616.0	1	30.0	0.210747550683
Abcc2	59911.0	1	16.0	0.0368014684376
Dnmbp	97380.0	4	291.0	0.411789200612
Cyp2c44	26457.0	3	374.0	1.94797212945
Erlin1	38833.0	7	403.0	1.43006519673
Chuk	38144.0	2	49.0	0.17701969183
Cwf19l1	31240.0	1	40.0	0.17644148332
Pkd2l1	48806.0	9	1810.0	5.11042587461
Scd3	44729.0	19	2081.0	6.41113062269
Scd2	17187.0	2	101.0	0.809791158769
Scd4	17418.0	3	74.0	0.585443741359
Scd1	17260.0	1	44.0	0.351288246397
Wnt8b	24802.0	2	147.0	0.816737254073
Pax2	84476.0	1	24.0	0.0391498077957
Fam178a	56669.0	27	2805.0	6.82085866552
4930414N06Rik	16434.0	12	1718.0	14.4056086027
Sema4g	18052.0	8	590.0	4.50379299241
Mrpl43	5429.0	3	214.0	5.43182370109
Peo1	10205.0	4	277.0	3.740403839
Tlx1	10229.0	1	43.0	0.579277967967
Lbx1	5509.0	1	20.0	0.500275180515
Btrc	173610.0	21	1129.0	0.896129839732
Poll	12268.0	3	80.0	0.898603185347
Dpcd	21673.0	2	94.0	0.597668760968
Fbxw4	85937.0	13	530.0	0.849860050859
4933429K18Rik	8004.0	2	232.0	3.99422604269
Fgf8	10087.0	6	272.0	3.71585379049
Mgea5	37033.0	4	246.0	0.915372679079
9130011E15Rik	184345.0	23	2989.0	2.23432469899
Hps6	6696.0	4	718.0	14.7761310191
Pprc1	20371.0	5	442.0	2.9899343638
Nolc1	13697.0	5	1526.0	15.352560303
Gbf1	137953.0	26	2097.0	2.09468641057
Nfkb2	10161.0	1	15.0	0.20342603849
Psd	19070.0	4	1091.0	7.88362197871
Tmem180	22375.0	2	53.0	0.326410829902
Actr1a	22922.0	9	695.0	4.17815002786
Sufu	95909.0	34	2829.0	4.06467024867
Trim8	18808.0	4	811.0	5.94196339651
Arl3	45977.0	15	1551.0	4.64860774804
Sfxn2	27536.0	7	191.0	0.955837903411
Wbp1l	37989.0	5	157.0	0.569499733087
2010012O05Rik	17477.0	4	1226.0	9.66663494466
Cnnm2	120972.0	14	603.0	0.686885241867
Nt5c2	79521.0	9	634.0	1.09864949173
Ina	13649.0	1	441.0	4.45235197645
Taf5	19732.0	2	118.0	0.824067211626
Usmg5	11155.0	3	99.0	1.22297436565
Pdcd11	44380.0	5	136.0	0.42228275332
Neurl1a	84622.0	6	275.0	0.447817583844
Sh3pxd2a	208238.0	42	3110.0	2.05803207508
Mir6995	4071.0	1	16.0	0.541589971891
Obfc1	39973.0	6	467.0	1.6099110121
Col17a1	49702.0	8	1458.0	4.04236377155
Wdr96	104505.0	33	2619.0	3.45342606766
Gsto1	13800.0	3	240.0	2.39653562562
Gsto2	24761.0	2	143.0	0.795828689537
Ccdc147	101668.0	2	197.0	0.26701378309
1700054A03Rik	12141.0	2	35.0	0.397251292855
Add3	107330.0	22	1428.0	1.83340669169
1700001K23Rik	10470.0	7	862.0	11.3452042296
Mxi1	69305.0	22	5290.0	10.5182342388
Smndc1	15360.0	5	459.0	4.11787542312
5830416P10Rik	27585.0	16	1954.0	9.76120211043
Dusp5	16005.0	6	1635.0	14.077119994
Smc3	49436.0	2	51.0	0.142160383569
Rbm20	193775.0	60	3772.0	2.68241316909
Bbip1	18969.0	1	16.0	0.116232420031
Shoc2	92403.0	4	100.0	0.149130221392
Tectb	19429.0	8	524.0	3.71648661279
Gucy2g	47139.0	4	481.0	1.40610076721
Acsl5	47260.0	4	182.0	0.530675948415
Zdhhc6	21734.0	1	15.0	0.0951049957253
Vti1a	314211.0	14	486.0	0.213140813205
4930552P12Rik	65616.0	11	587.0	1.23276439746
Tcf7l2	195846.0	11	885.0	0.622702054924
Habp2	36152.0	1	23.0	0.087669240011
Nrap	73998.0	7	435.0	0.810067127973
Casp7	49215.0	5	333.0	0.932391870192
Plekhs1	29093.0	6	365.0	1.7288451326
Vwa2	41663.0	1	16.0	0.052920163588
Afap1l2	100222.0	14	577.0	0.793349371584
Ablim1	89761.0	25	2468.0	3.78886566138
B230217O12Rik	41703.0	7	950.0	3.13912089177
Fam160b1	32586.0	7	458.0	1.93680616524
Atrnl1	526307.0	22	975.0	0.255280242351
Gfra1	223818.0	6	179.0	0.110207145657
Pnliprp2	21812.0	3	54.0	0.341153636418
1700019N19Rik	12612.0	2	84.0	0.917797896585
Hspa12a	69234.0	5	119.0	0.236853208225
Slc18a2	39135.0	6	675.0	2.3767864819
Pdzd8	53697.0	8	747.0	1.91700088384
E330013P04Rik	21917.0	4	750.0	4.71554495847
Prlhr	5572.0	2	58.0	1.43439452825
Cacul1	60328.0	2	35.0	0.0799467568385
Eif3a	33578.0	4	682.0	2.79886069922
Fam45a	28660.0	8	1638.0	7.87570509067
Sfxn4	28154.0	1	55.0	0.269199542375
Prdx3	14473.0	1	16.0	0.152339720553
Grk5	206807.0	13	1524.0	1.01548021524
Fam171a1	113422.0	2	52.0	0.0631768221385
Nmt2	48666.0	1	18.0	0.0509681168067
Olah	28582.0	9	3069.0	14.7963981007
Meig1	17606.0	8	2309.0	18.0723641755
Dclre1c	35224.0	1	29.0	0.113451713483
Hspa14	27961.0	12	2439.0	12.0201762267
Cdnf	17312.0	2	69.0	0.549229152879
Fam107b	72677.0	14	747.0	1.41636551398
Frmd4a	465181.0	6	219.0	0.0648744786773
Prpf18	33920.0	6	525.0	2.13282485844
Bend7	88316.0	6	747.0	1.16555546514
Ucma	13627.0	1	15.0	0.151685035378
Mcm10	26068.0	6	587.0	3.10300248211
Optn	47297.0	1	17.0	0.0495298554674
Ccdc3	97091.0	6	320.0	0.454174491058
Camk1d	386590.0	17	585.0	0.208524449951
Cdc123	54667.0	3	148.0	0.373068179596
Sec61a2	28367.0	3	80.0	0.388622832088
Dhtkd1	48733.0	5	731.0	2.06702611544
Upf2	109235.0	20	3267.0	4.12134580136
Proser2	35686.0	1	15.0	0.0579222097488
A230108P19Rik	132361.0	14	1298.0	1.3513454599
Usp6nl	125064.0	35	2958.0	3.25924935939
Celf2	861082.0	60	5407.0	0.865293801686
5031426D15Rik	10021.0	1	18.0	0.247521641804
Gata3	25523.0	2	97.0	0.523711062645
4930412O13Rik	9522.0	2	97.0	1.40376784834
Taf3	138058.0	31	3308.0	3.30183720863
Atp5c1	28479.0	2	420.0	2.03224605354
Kin	16090.0	5	151.0	1.29322066932
Itih2	40093.0	9	1120.0	3.84947233407
Itih5	106987.0	20	3031.0	3.9039716991
Sfmbt2	70702.0	9	338.0	0.658774431895
Prkcq	132845.0	49	4520.0	4.68861913582
8030442B05Rik	64135.0	10	724.0	1.55559020963
Gm13293	8618.0	1	82.0	1.3111702802
Pfkfb3	34660.0	4	66.0	0.262401982089
Rbm17	21761.0	1	18.0	0.113984392836
Il2ra	54403.0	8	740.0	1.87439278845
Il15ra	32693.0	13	1441.0	6.07380633773
Fbxo18	38955.0	5	479.0	1.69443158692
Ankrd16	16571.0	7	394.0	3.27641751242
Itga8	199261.0	1	16.0	0.0110649488639
E030013I19Rik	15070.0	1	23.0	0.210313096541
Fam188a	76197.0	5	184.0	0.3327604357
Pter	83413.0	3	307.0	0.507173283915
C1ql3	12978.0	3	307.0	3.25973533142
Rsu1	198449.0	21	1350.0	0.93742512151
Cubn	219539.0	39	4679.0	2.93692663288
Trdmt1	38504.0	3	82.0	0.293467314429
Vim	12516.0	3	128.0	1.4092763027
St8sia6	142583.0	18	1465.0	1.4158642318
Stam	78219.0	8	409.0	0.72054777708
Tmem236	51470.0	2	211.0	0.564910986551
Mrc1	106610.0	3	59.0	0.0762615806201
Cacnb2	167817.0	3	218.0	0.179007931658
Nsun6	63742.0	1	19.0	0.0410751964323
Arl5b	27830.0	7	687.0	3.40169416281
Plxdc2	403536.0	25	1262.0	0.430951904348
Nebl	388335.0	14	545.0	0.193393423636
Gm17762	7329.0	2	50.0	0.940106416107
Mllt10	151806.0	39	4824.0	4.37895110756
Dnajc1	190498.0	9	530.0	0.38338682396
Commd3	7755.0	1	70.0	1.2438498895
Bmi1	13612.0	2	197.0	1.99432539665
Pip4k2a	159866.0	28	1959.0	1.68861273947
4930426L09Rik	5486.0	5	663.0	16.6536510003
Armc3	115126.0	2	160.0	0.191513018394
Msrb2	27335.0	5	486.0	2.45001602553
4921504E06Rik	95074.0	5	594.0	0.860946991743
Arhgap21	123803.0	1	16.0	0.0178090415868
Apbb1ip	105327.0	6	914.0	1.195799081
Pdss1	48738.0	12	1694.0	4.7895800528
Abi1	104253.0	19	1575.0	2.08182265829
Acbd5	49441.0	4	87.0	0.242484364538
Mastl	43481.0	6	332.0	1.05218060976
Yme1l1	46756.0	17	1192.0	3.51310103045
4931423N10Rik	63654.0	8	2018.0	4.36864943787
Pax8	59049.0	2	51.0	0.119017099733
Cacna1b	163264.0	2	31.0	0.0261651359311
Ehmt1	132841.0	14	669.0	0.693978020178
Mrpl41	6629.0	1	26.0	0.54047680801
Pnpla7	82040.0	1	26.0	0.0436716328656
Entpd8	9397.0	5	1567.0	22.9790200284
Noxa1	13536.0	8	806.0	8.20533714311
Tor4a	8094.0	2	149.0	2.5367332558
Ndor1	14602.0	1	51.0	0.481293023019
Tmem203	4914.0	1	51.0	1.43016701712
Ssna1	5380.0	2	82.0	2.1003095678
Anapc2	17451.0	2	82.0	0.647508192928
Grin1	32011.0	7	267.0	1.14938031278
AA543186	9122.0	3	140.0	2.11489934074
Man1b1	23471.0	8	761.0	4.46791392092
Dpp7	8043.0	2	260.0	4.45458256906
Uap1l1	8135.0	4	1516.0	25.6799029484
Sapcd2	10179.0	6	1994.0	26.9942815753
Entpd2	9450.0	4	497.0	7.24730125302
Npdc1	10445.0	7	1612.0	21.2671026461
Fut7	6680.0	2	74.0	1.52653579147
Abca2	23866.0	3	67.0	0.386853829619
Clic3	5930.0	1	16.0	0.371806538881
BC029214	5607.0	4	73.0	1.7940892257
C8g	5857.0	3	123.0	2.89388735055
Fbxw5	8693.0	3	123.0	1.94978697943
Traf2	32959.0	6	197.0	0.823652334694
Edf1	8183.0	1	16.0	0.269438198163
Mamdc4	12202.0	10	999.0	11.2820027598
Phpt1	5441.0	2	95.0	2.40600548703
Rabl6	29429.0	4	860.0	4.02693556311
Ccdc183	13050.0	2	298.0	3.14671555134
Fcna	7308.0	2	171.0	3.22440291993
Lcn8	7099.0	2	96.0	1.86348452647
Lcn5	7694.0	1	29.0	0.519394743399
Lcn6	8822.0	3	197.0	3.07716586932
Lcn10	7356.0	2	158.0	2.95983226736
Obp2a	7253.0	3	433.0	8.22662977234
Obp2b	7089.0	1	23.0	0.447089626869
Lcn3	6531.0	3	165.0	3.48141658981
Glt6d1	25870.0	2	31.0	0.16512658495
Sohlh1	8252.0	2	207.0	3.456709317
Camsap1	60445.0	4	150.0	0.341965750202
Ubac1	28803.0	2	36.0	0.172233057148
Nacc2	40861.0	1	64.0	0.215835420138
Lhx3	10364.0	1	30.0	0.398883052315
4932418E24Rik	26911.0	13	731.0	3.74316761487
Snapc4	21889.0	6	346.0	2.17822085393
Sdccag3	10517.0	1	18.0	0.235848090949
Pmpca	11774.0	1	18.0	0.210668793317
Sec16a	39786.0	3	76.0	0.26322979651
Notch1	49921.0	16	870.0	2.40152830816
Mir6996	4061.0	2	135.0	4.58091794973
Egfl7	10053.0	5	1629.0	22.3294042288
Mir126	4073.0	5	1629.0	55.1135528388
Agpat2	15361.0	1	17.0	0.152503975916
Fam69b	12041.0	4	134.0	1.53353600161
Snhg7	7069.0	5	282.0	5.49721674485
Snora43	4139.0	2	148.0	4.92740231312
Snora17	4132.0	4	171.0	5.70279199876
Abo	26493.0	1	33.0	0.171646334866
Surf6	16042.0	3	109.0	0.936310125517
Surf1	7153.0	1	37.0	0.712795965818
Surf2	7750.0	1	37.0	0.657887683032
Surf4	17471.0	3	81.0	0.638879553335
Adamts13	29165.0	1	41.0	0.193719620689
Adamtsl2	33233.0	8	1136.0	4.71042960507
Fam163b	36099.0	1	17.0	0.0648941403928
Dbhos	21806.0	3	930.0	5.87704038246
Dbh	21698.0	3	441.0	2.80072597136
Sardh	62911.0	3	56.0	0.122662884305
Vav2	167191.0	19	935.0	0.770638052121
Brd3	33818.0	2	33.0	0.134467631132
Col5a1	157086.0	7	178.0	0.156147219537
Ppp1r26	11568.0	1	16.0	0.19059584851
Cel	11543.0	1	27.0	0.322327086439
Gtf3c5	21035.0	1	26.0	0.170326634671
Gfi1b	16533.0	4	406.0	3.38396686506
Tsc1	53940.0	17	1660.0	4.24081063154
1700026L06Rik	11572.0	1	90.0	1.07173106313
Ak8	117005.0	19	1411.0	1.66178305752
